inv_time,inv_memory,network,emulated_pct,fw_leaves_pct,invariants,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
791247,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,16,1,True,10055563,251864
535093,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,5,1,False,10055563,251864
354416,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,4,1,False,10055563,251864
323875,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,1,1,False,10055563,251864
486489,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,9,1,False,10055563,251864
773894,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,8,1,True,10055563,251864
316141,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,12,1,False,10055563,251864
725735,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,15,1,False,10055563,251864
330746,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,7,1,False,10055563,251864
790531,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,11,1,False,10055563,251864
786327,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,6,1,False,10055563,251864
409329,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,10,1,True,10055563,251864
522218,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,2,1,False,10055563,251864
912989,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,14,1,False,10055563,251864
679517,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,13,1,False,10055563,251864
809386,117512,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,3,1,False,10055563,251864
951292,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,16,1,False,12797467,155832
311420,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,5,1,False,12797467,155832
898635,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,4,1,False,12797467,155832
784079,21624,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,1,1,True,12797467,155832
944922,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,9,1,False,12797467,155832
604219,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,8,1,False,12797467,155832
265089,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,12,1,False,12797467,155832
1287486,21624,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,15,1,True,12797467,155832
664318,21624,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,7,1,True,12797467,155832
1219521,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,11,1,False,12797467,155832
334063,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,6,1,False,12797467,155832
732042,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,10,1,False,12797467,155832
653345,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,2,1,False,12797467,155832
729080,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,14,1,False,12797467,155832
1328309,21624,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,13,1,True,12797467,155832
897809,21480,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,3,1,False,12797467,155832
