ec_time,ec_mem,overall_lat,emu_startup,rewind,emu_reset,replay,rewind_injections,pkt_lat,drop_lat,timeout,network,emulated_pct,fw_leaves_pct,invariants,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
237264,142448,185491,148615,182,0,0,-1,188,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,16,1,False,7103774,144608
508115,142304,224775,180331,139,0,0,-1,216,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,5,1,True,7103774,144608
508115,142304,225855,176053,140,0,0,-1,179,0,396,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,5,1,True,7103774,144608
260516,142448,199464,161385,132,0,0,-1,168,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,1,1,False,7103774,144608
271345,142448,219450,171576,112,0,0,-1,220,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,12,1,False,7103774,144608
466497,142304,203029,166047,141,0,0,-1,157,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,15,1,True,7103774,144608
466497,142304,207876,174914,111,0,0,-1,107,0,350,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,15,1,True,7103774,144608
266530,142448,211599,168203,175,0,0,-1,253,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,7,1,False,7103774,144608
248325,142448,196757,155295,90,0,0,-1,122,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,6,1,False,7103774,144608
471967,142592,215687,178728,144,0,0,-1,196,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,10,1,True,7103774,144608
471967,142592,203586,172903,206,0,0,-1,158,0,377,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,10,1,True,7103774,144608
510088,142304,216593,179102,231,0,0,-1,219,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,14,1,True,7103774,144608
510088,142304,242148,199504,195,0,0,-1,184,0,397,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,14,1,True,7103774,144608
479748,142304,199334,162652,122,0,0,-1,219,0,382,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,3,1,True,7103774,144608
479748,142304,223177,181224,170,0,0,-1,155,0,397,rocketfuel-bb-AS-3967,8,20,16,1,timeout,79,147,0,20727,3,1,True,7103774,144608
742468,251780,235257,232890,169,0,0,-1,170,0,303,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,5,1,False,9879427,254084
742468,251780,209228,207285,128,0,0,-1,137,0,290,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,5,1,False,9879427,254084
742468,251780,243971,241999,164,0,0,-1,143,0,286,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,5,1,False,9879427,254084
420103,251924,170376,169150,65,0,0,-1,80,0,303,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,14,1,True,9879427,254084
420103,251924,185870,183756,174,0,0,-1,137,0,333,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,14,1,True,9879427,254084
707313,251780,227911,225564,226,0,0,-1,189,0,303,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,3,1,True,9879427,254084
707313,251780,205309,203147,135,0,0,-1,112,0,309,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,3,1,True,9879427,254084
707313,251780,216494,214085,214,0,0,-1,179,0,319,rocketfuel-bb-AS-1239,16,20,16,1,timeout,315,972,0,137052,3,1,True,9879427,254084
535431,252792,253120,250919,135,0,0,-1,186,0,329,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,16,1,True,11013855,254952
535431,252792,225352,177887,133,0,0,-1,171,0,380,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,16,1,True,11013855,254952
488658,252792,214893,185245,137,0,0,-1,145,0,329,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,5,1,True,11013855,254952
488658,252792,207770,205063,233,0,0,-1,149,0,337,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,5,1,True,11013855,254952
694412,252792,215804,213646,205,0,0,-1,169,0,329,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,12,1,True,11013855,254952
694412,252792,196498,194369,166,0,0,-1,133,0,362,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,12,1,True,11013855,254952
694412,252792,224677,174359,146,0,0,-1,121,0,335,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,12,1,True,11013855,254952
481436,252792,216560,214106,222,0,0,-1,203,0,329,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,15,1,False,11013855,254952
481436,252792,211796,209691,146,0,0,-1,109,0,398,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,15,1,False,11013855,254952
485244,252792,207449,205249,212,0,0,-1,144,0,329,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,10,1,True,11013855,254952
485244,252792,220964,218821,189,0,0,-1,129,0,332,rocketfuel-bb-AS-1239,4,20,16,1,timeout,315,972,0,137052,10,1,True,11013855,254952
257613,252088,202056,199579,179,0,0,-1,167,0,359,rocketfuel-bb-AS-1239,20,20,16,1,timeout,315,972,0,137052,12,1,False,8915032,253960
529375,252088,230462,228933,85,0,0,-1,75,0,359,rocketfuel-bb-AS-1239,20,20,16,1,timeout,315,972,0,137052,6,1,True,8915032,253960
529375,252088,221064,218881,163,0,0,-1,149,0,358,rocketfuel-bb-AS-1239,20,20,16,1,timeout,315,972,0,137052,6,1,True,8915032,253960
452257,252088,187297,150919,155,0,0,-1,204,0,359,rocketfuel-bb-AS-1239,20,20,16,1,timeout,315,972,0,137052,14,1,True,8915032,253960
452257,252088,206784,163911,97,0,0,-1,226,0,398,rocketfuel-bb-AS-1239,20,20,16,1,timeout,315,972,0,137052,14,1,True,8915032,253960
474898,158368,238156,235911,197,0,0,-1,155,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,5,1,True,7800752,160528
474898,158368,189015,187564,159,0,0,-1,64,0,277,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,5,1,True,7800752,160528
425040,158368,204840,166061,195,0,0,-1,234,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,1,1,False,7800752,160528
425040,158368,171129,169286,229,0,0,-1,143,0,352,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,1,1,False,7800752,160528
248827,158368,187351,142450,128,0,0,-1,264,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,9,1,False,7800752,160528
243988,158368,193492,191837,104,0,0,-1,174,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,8,1,True,7800752,160528
250173,158368,192779,150575,136,0,0,-1,234,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,12,1,True,7800752,160528
278190,158368,223573,221267,133,0,0,-1,151,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,11,1,False,7800752,160528
205776,158368,148245,122332,134,0,0,-1,135,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,6,1,True,7800752,160528
670843,158368,208925,162050,133,0,0,-1,177,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,10,1,True,7800752,160528
670843,158368,174802,150570,121,0,0,-1,64,0,285,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,10,1,True,7800752,160528
670843,158368,228340,226296,204,0,0,-1,97,0,340,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,10,1,True,7800752,160528
206899,158368,155649,153963,117,0,0,-1,143,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,2,1,False,7800752,160528
423002,158368,159917,158344,108,0,0,-1,126,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,14,1,False,7800752,160528
423002,158368,206226,171261,146,0,0,-1,177,0,296,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,14,1,False,7800752,160528
293637,158368,236479,195063,169,0,0,-1,194,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,13,1,True,7800752,160528
217095,158368,164133,162314,169,0,0,-1,122,0,293,rocketfuel-bb-AS-6461,20,20,16,1,timeout,141,374,0,52734,3,1,False,7800752,160528
254240,157192,204162,166454,92,0,0,-1,246,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,16,1,True,6747700,159496
434360,157192,186531,147282,114,0,0,-1,234,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,8,1,True,6747700,159496
434360,157192,190831,189298,88,0,0,-1,60,0,421,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,8,1,True,6747700,159496
466779,157048,221492,174961,104,0,0,-1,201,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,12,1,False,6747700,159496
466779,157048,184766,182763,124,0,0,-1,99,0,384,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,12,1,False,6747700,159496
394481,157192,164507,134744,228,0,0,-1,76,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,10,1,True,6747700,159496
394481,157192,176118,174377,112,0,0,-1,72,0,365,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,10,1,True,6747700,159496
200095,157192,152620,151043,100,0,0,-1,83,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,2,1,True,6747700,159496
413395,157048,176891,175499,82,0,0,-1,76,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,14,1,True,6747700,159496
413395,157048,177410,175724,182,0,0,-1,87,0,365,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,14,1,True,6747700,159496
274540,157048,215206,177187,183,0,0,-1,85,0,358,rocketfuel-bb-AS-6461,4,20,16,1,timeout,141,374,0,52734,13,1,True,6747700,159496
415608,144960,156989,154420,195,0,0,-1,176,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,16,1,False,11566049,147264
415608,144960,211610,209399,200,0,0,-1,155,0,317,as-733,20,20,16,1,timeout,103,239,0,33699,16,1,False,11566049,147264
297720,144960,238688,199255,129,0,0,-1,178,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,5,1,False,11566049,147264
438793,144960,188100,148503,95,0,0,-1,298,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,4,1,False,11566049,147264
438793,144960,197058,160682,159,0,0,-1,149,0,461,as-733,20,20,16,1,timeout,103,239,0,33699,4,1,False,11566049,147264
388222,144960,153667,152478,74,0,0,-1,67,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,1,1,False,11566049,147264
388222,144960,185554,183685,112,0,0,-1,94,0,331,as-733,20,20,16,1,timeout,103,239,0,33699,1,1,False,11566049,147264
697252,144960,171101,169292,160,0,0,-1,128,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,9,1,True,11566049,147264
697252,144960,219399,217356,188,0,0,-1,138,0,288,as-733,20,20,16,1,timeout,103,239,0,33699,9,1,True,11566049,147264
697252,144960,251445,203887,150,0,0,-1,167,0,258,as-733,20,20,16,1,timeout,103,239,0,33699,9,1,True,11566049,147264
577137,144960,165541,163445,162,0,0,-1,217,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,8,1,True,11566049,147264
577137,144960,180395,178371,125,0,0,-1,135,0,365,as-733,20,20,16,1,timeout,103,239,0,33699,8,1,True,11566049,147264
577137,144960,171520,133505,97,0,0,-1,160,0,341,as-733,20,20,16,1,timeout,103,239,0,33699,8,1,True,11566049,147264
439478,144960,194321,192220,126,0,0,-1,123,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,7,1,True,11566049,147264
439478,144960,191603,151211,117,0,0,-1,271,0,292,as-733,20,20,16,1,timeout,103,239,0,33699,7,1,True,11566049,147264
430331,144960,171355,169924,124,0,0,-1,87,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,11,1,False,11566049,147264
430331,144960,206961,204597,129,0,0,-1,144,0,315,as-733,20,20,16,1,timeout,103,239,0,33699,11,1,False,11566049,147264
421770,144960,173150,170810,185,0,0,-1,188,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,6,1,True,11566049,147264
421770,144960,198546,196471,230,0,0,-1,151,0,329,as-733,20,20,16,1,timeout,103,239,0,33699,6,1,True,11566049,147264
454458,145104,213024,210592,162,0,0,-1,184,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,13,1,True,11566049,147264
454458,145104,185359,183226,161,0,0,-1,114,0,328,as-733,20,20,16,1,timeout,103,239,0,33699,13,1,True,11566049,147264
462451,144960,186793,162775,109,0,0,-1,118,0,310,as-733,20,20,16,1,timeout,103,239,0,33699,3,1,False,11566049,147264
462451,144960,228862,227015,182,0,0,-1,95,0,296,as-733,20,20,16,1,timeout,103,239,0,33699,3,1,False,11566049,147264
234466,141608,185623,141824,107,0,0,-1,202,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,5,1,False,5601532,143624
215056,141608,157562,128066,81,0,0,-1,125,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,4,1,False,5601532,143624
291967,141608,240357,238014,153,0,0,-1,138,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,9,1,False,5601532,143624
249312,141608,193306,191210,125,0,0,-1,114,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,8,1,True,5601532,143624
281323,141464,228221,177320,118,0,0,-1,198,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,7,1,True,5601532,143624
208704,141608,159851,128756,103,0,0,-1,120,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,10,1,False,5601532,143624
268152,141608,217398,179083,98,0,0,-1,187,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,2,1,False,5601532,143624
274024,141608,215640,171669,231,0,0,-1,233,0,393,rocketfuel-bb-AS-1221,8,20,16,1,timeout,108,153,0,21573,3,1,False,5601532,143624
498277,152848,232457,190700,193,0,0,-1,206,0,299,rocketfuel-bb-AS-3257,20,20,16,1,timeout,161,328,0,46248,4,1,False,7922797,154864
498277,152848,208830,163096,286,0,0,-1,172,0,322,rocketfuel-bb-AS-3257,20,20,16,1,timeout,161,328,0,46248,4,1,False,7922797,154864
195379,152848,149656,148299,146,0,0,-1,75,0,299,rocketfuel-bb-AS-3257,20,20,16,1,timeout,161,328,0,46248,14,1,True,7922797,154864
679109,152848,199181,196750,171,0,0,-1,196,0,299,rocketfuel-bb-AS-3257,20,20,16,1,timeout,161,328,0,46248,3,1,False,7922797,154864
679109,152848,231016,228769,254,0,0,-1,127,0,310,rocketfuel-bb-AS-3257,20,20,16,1,timeout,161,328,0,46248,3,1,False,7922797,154864
679109,152848,193017,161079,195,0,0,-1,182,0,317,rocketfuel-bb-AS-3257,20,20,16,1,timeout,161,328,0,46248,3,1,False,7922797,154864
246246,142356,199094,165978,155,0,0,-1,233,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,16,1,False,6653054,144516
501839,142356,255970,214769,177,0,0,-1,164,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,5,1,False,6653054,144516
501839,142356,197589,160756,84,0,0,-1,178,0,289,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,5,1,False,6653054,144516
268906,142356,213818,178777,127,0,0,-1,117,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,1,1,False,6653054,144516
302017,142356,219312,187548,106,0,0,-1,151,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,8,1,False,6653054,144516
438934,142356,178626,148912,111,0,0,-1,141,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,12,1,False,6653054,144516
438934,142356,214018,185928,220,0,0,-1,150,0,295,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,12,1,False,6653054,144516
281514,142356,224749,183030,216,0,0,-1,213,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,7,1,False,6653054,144516
433063,142356,165895,142339,96,0,0,-1,113,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,6,1,True,6653054,144516
433063,142356,212135,169646,147,0,0,-1,126,0,314,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,6,1,True,6653054,144516
240828,142212,188019,157400,147,0,0,-1,111,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,2,1,False,6653054,144516
520459,142212,229798,181041,156,0,0,-1,193,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,13,1,False,6653054,144516
520459,142212,237783,195655,318,0,0,-1,166,0,320,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,13,1,False,6653054,144516
292475,142212,236627,186398,184,0,0,-1,180,0,308,rocketfuel-bb-AS-1755,20,20,16,1,timeout,87,161,0,22701,3,1,False,6653054,144516
493643,921912,191363,187547,113,0,0,-1,109,0,376,as-733,8,20,16,1,timeout,1470,3131,0,441471,12,1,True,26892568,925344
493643,921912,193813,192073,113,0,0,-1,73,0,371,as-733,8,20,16,1,timeout,1470,3131,0,441471,12,1,True,26892568,925344
701085,922012,191418,189120,191,0,0,-1,135,0,376,as-733,8,20,16,1,timeout,1470,3131,0,441471,15,1,True,26892568,925344
701085,922012,187419,185369,176,0,0,-1,129,0,356,as-733,8,20,16,1,timeout,1470,3131,0,441471,15,1,True,26892568,925344
701085,922012,209268,206876,370,0,0,-1,0,419,341,as-733,8,20,16,1,timeout,1470,3131,0,441471,15,1,True,26892568,925344
758294,921988,219618,218065,89,0,0,-1,79,0,376,as-733,8,20,16,1,timeout,1470,3131,0,441471,7,1,False,26892568,925344
758294,921988,170643,168431,198,0,0,-1,116,0,395,as-733,8,20,16,1,timeout,1470,3131,0,441471,7,1,False,26892568,925344
758294,921988,260386,257774,310,0,0,-1,0,490,370,as-733,8,20,16,1,timeout,1470,3131,0,441471,7,1,False,26892568,925344
732486,921988,216724,214595,168,0,0,-1,138,0,376,as-733,8,20,16,1,timeout,1470,3131,0,441471,11,1,False,26892568,925344
732486,921988,176573,175198,76,0,0,-1,90,0,352,as-733,8,20,16,1,timeout,1470,3131,0,441471,11,1,False,26892568,925344
732486,921988,233558,230346,566,0,0,-1,0,456,364,as-733,8,20,16,1,timeout,1470,3131,0,441471,11,1,False,26892568,925344
337703,921912,225964,223918,107,0,0,-1,156,0,376,as-733,8,20,16,1,timeout,1470,3131,0,441471,2,1,False,26892568,925344
676713,921912,180624,179021,138,0,0,-1,93,0,376,as-733,8,20,16,1,timeout,1470,3131,0,441471,13,1,False,26892568,925344
676713,921912,213066,210796,191,0,0,-1,102,0,388,as-733,8,20,16,1,timeout,1470,3131,0,441471,13,1,False,26892568,925344
676713,921912,176168,174790,113,0,0,-1,55,0,379,as-733,8,20,16,1,timeout,1470,3131,0,441471,13,1,False,26892568,925344
895648,153440,206712,167447,133,0,0,-1,307,0,313,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,1,1,False,8842493,155456
895648,153440,203371,200771,244,0,0,-1,167,0,463,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,1,1,False,8842493,155456
895648,153440,207628,161469,93,0,0,-1,160,0,420,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,1,1,False,8842493,155456
895648,153440,214109,211850,184,0,0,-1,151,0,391,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,1,1,False,8842493,155456
525155,153296,166205,134766,94,0,0,-1,153,0,313,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,15,1,False,8842493,155456
525155,153296,165419,133419,129,0,0,-1,102,0,283,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,15,1,False,8842493,155456
525155,153296,139850,114491,105,0,0,-1,73,0,298,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,15,1,False,8842493,155456
336315,153440,147938,119791,86,0,0,-1,129,0,313,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,10,1,False,8842493,155456
336315,153440,140926,111659,144,0,0,-1,94,0,304,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,10,1,False,8842493,155456
873500,153296,217063,175899,154,0,0,-1,188,0,313,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,2,1,False,8842493,155456
873500,153296,214207,211854,199,0,0,-1,169,0,320,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,2,1,False,8842493,155456
873500,153296,191949,156213,135,0,0,-1,131,0,301,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,2,1,False,8842493,155456
873500,153296,193382,166205,118,0,0,-1,89,0,295,rocketfuel-bb-AS-3257,8,20,16,1,timeout,161,328,0,46248,2,1,False,8842493,155456
281076,141884,217463,186061,222,0,0,-1,161,0,330,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,5,1,False,8747758,143756
633124,141740,161784,138275,87,0,0,-1,160,0,330,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,12,1,False,8747758,143756
633124,141740,203493,157034,170,0,0,-1,220,0,300,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,12,1,False,8747758,143756
633124,141740,219158,216970,192,0,0,-1,104,0,342,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,12,1,False,8747758,143756
652624,141884,207095,170432,177,0,0,-1,164,0,330,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,7,1,False,8747758,143756
652624,141884,201320,156324,177,0,0,-1,146,0,300,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,7,1,False,8747758,143756
652624,141884,188328,157144,380,0,0,-1,81,0,288,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,7,1,False,8747758,143756
623755,141884,188568,149254,306,0,0,-1,207,0,330,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,13,1,False,8747758,143756
623755,141884,182145,140022,105,0,0,-1,192,0,349,rocketfuel-bb-AS-1221,4,20,16,1,timeout,108,153,0,21573,13,1,False,8747758,143756
